day_and_date,start_time,end_time,title,program_track,location,speakers_or_contributors,affiliations,keywords_tags,interest_area,registration_category,session_url,description
"Thursday, 23 July 2026",2:10pm,2:20pm,PatternGSL: A Structured Specification Language for Template-Free and Simulation-Ready 3D Garments,Technical Paper,Room 403 B,Zhenyang Li; Lutao Jiang; Yizhou Zhao; Weikai Chen; Ying-Cong Chen; Xin Wang; Yifan Peng,Carnegie Mellon University; LIGHTSPEED; The Hong Kong University of Science and Technology; The Hong Kong University of Science and Technology (Guangzhou); The University of Hong Kong (HKU),Artificial Intelligence/Machine Learning; Geometry,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_185&sess=sess117,"We present PatternGSL, a structured and template-free representation for simulation-ready 3D garments. Given a single garment image, our VLM-based method predicts editable sewing patterns with explicit panel, edge, and stitch topology. Trained on the large-scale PatternGSLData dataset, it enables accurate reconstruction, cloth simulation, and downstream garment design workflows."
"Thursday, 23 July 2026",2:10pm,2:20pm,TopoCap: Learning Topology-Agnostic Motion Priors for Monocular Video-to-Animation,Technical Paper,Room 403 A,Chengfeng Pu; Jia-Peng Zhang; Meng-Hao Guo; Yan-Pei Cao; Shi-Min Hu,"CS Dept, Tsinghua University; Tsinghua University; VAST",Animation; Artificial Intelligence/Machine Learning,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_934&sess=sess105,"TopoCap is a unified framework for motion capture and retargeting from monocular video, supporting arbitrary skeletal topologies without test-time optimization. Leveraging a two-stage generative pipeline, TopoCap achieves motion transfer across diverse creatures, backed by Mobjaverse—a dataset with over 5,000 skeletal topologies and 2 million frames for robust zero-shot retargeting."
"Thursday, 23 July 2026",2:20pm,2:30pm,Garment Particles: A 2D–3D Symmetric Garment Representation for Generation and Editing,Technical Paper,Room 403 B,Kiyohiro Nakayama; I-Chao Shen; Ruofan Liu; Yiming Wang; Gordon Wetzstein; Takeo Igarashi,ETH Zürich; Institute of Science Tokyo; Stanford University; The University of Tokyo,Modeling; Simulation,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_584&sess=sess117,"Garment Particles is a 5D point-cloud representation that jointly encodes 2D sewing patterns and 3D geometry. This representation enables Garment Particles Flow (GPF) and Particles-to-Pattern Flow (PPF), a rectified flow framework for both simulation-ready sewing pattern generation from text and images and intuitive 2D/3D editing via diffusion posterior sampling."
"Thursday, 23 July 2026",2:20pm,2:30pm,Learning View-Dependent Splatting Kernels,Technical Paper,Room 408 A,Huakeng Ding; Zhanpeng Liu; Fan Pei; Kun Zhou; Hongzhi Wu,"State Key Lab of CAD and CG, Zhejiang University; Zhejiang University",Geometry; Modeling; Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_332&sess=sess136,We present a differentiable framework to automatically learn view-dependent 2D kernels in a splatting-based pipeline to improve reconstruction quality and representation efficiency for novel 3D view synthesis.
"Thursday, 23 July 2026",2:20pm,2:30pm,Lucky High Dynamic Range Smartphone Imaging,Technical Paper,Room 408 B,Baiang Li; Ruyu Yan; Ethan Tseng; Zhoutong Zhang; Adam Finkelstein; Jiawen Chen; Felix Heide,Adobe; Princeton University,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1156&sess=sess157,"Stage 3 revisions add a DNG-to-sRGB pipeline description and ISP-limitation caveat, promote six supplement figures/tables to the main paper, clarify use of unseen handheld captures for real-world evaluation, added a failure case, limitation and future work in the main paper, and add supplementary motion statistics and a no-motion HDR+ comparison."
"Thursday, 23 July 2026",2:20pm,2:30pm,Stylized Text-to-Motion Generation via Hypernetwork-Driven Low-Rank Adaptation,Technical Paper,Room 403 A,Junhyuk Jeon; Seokhyeon Hong; Junyong Noh,"KAIST, Visual Media Lab; Korea Advanced Institute of Science and Technology (KAIST)",Animation; Artificial Intelligence/Machine Learning; Simulation,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1273&sess=sess105,"We propose a hypernetwork-driven LoRA framework for stylized text-to-motion generation that dynamically modulates a pretrained diffusion model using style embeddings extracted from reference motions. By structuring the style latent space with supervised contrastive learning and incorporating style-guided sampling, the method improves stylization quality, efficiency, and generalization to unseen motion styles."
"Thursday, 23 July 2026",2:30pm,2:40pm,CAdam: Context-Adaptive Moment Estimation for 3D Gaussian Densification in Generative Distillation,Technical Paper,Room 408 A,SeungJeh Chung; Geonho Park; Misong Kim; HyeongYeop Kang,Korea University; Kyung Hee University,Artificial Intelligence/Machine Learning; Modeling; Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1416&sess=sess136,"CAdam resolves the mismatch between reconstruction-native densification and stochastic generative guidance in optimization-based 3DGS. By reinterpreting densification as statistical signal verification via momentum and context-adaptive selection, it reduces Gaussian primitives by 85%–97% across diverse backbones while preserving comparable perceptual quality, making generative 3DGS far more compact and practical."
"Thursday, 23 July 2026",2:30pm,2:40pm,Learning Sewing Patterns via Latent Flow Matching of Implicit Fields,Technical Paper,Room 403 B,Cong Cao; Ren Li; Corentin Dumery; Hao Li,EPFL; MBZUAI; Mohamed Bin Zayed University of Artificial Intelligence,Artificial Intelligence/Machine Learning; Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_292&sess=sess117,"We introduce an implicit representation for sewing patterns using distance fields. Combined with latent flow matching, the model learns distributions over panel geometry and stitching, enabling generation, image-based estimation, and optimization. The framework supports flexible topology and improves accuracy over prior methods."
"Thursday, 23 July 2026",2:30pm,2:40pm,MUSIC: Learning Muscle-Driven Dexterous Hand Control,Technical Paper,Room 403 A,Pei Xu; Yufei Ye; Shuchu Sun; Yu Ding; Elizabeth Schumann; C. Karen Liu,Clemson University; Stanford University,Animation; Artificial Intelligence/Machine Learning; Simulation,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1773&sess=sess105,"We present a data-driven framework for physics-based, muscle-driven dexterous control that enables musculoskeletal hands to perform piano playing for novel musical scores. Our framework adopts a hierarchical architecture, combining high-frequency muscle control with low-frequency coordination. The method achieves coordinated bimanual motions and produces human-like activation patterns, generalizing beyond reference data."
"Thursday, 23 July 2026",2:30pm,2:40pm,Soft Anisotropic Diagrams for Differentiable Image Representation,Technical Paper,Room 408 B,Laki Iinbor; Zhiyang Dou; Wojciech Matusik,"Computer Science and Artificial Intelligence Laboratory (CSAIL), Massachusetts Institute of Technology (MIT); MIT",Image Processing,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1142&sess=sess157,"Soft Anisotropic Diagrams (SAD) is a fast, differentiable image representation based on a soft anisotropic additively weighted Voronoi partition (i.e., an Apollonius diagram) with learnable per-site temperatures. It reconstructs images with sharp, content-aligned boundaries, compact storage, fast random access, and substantially faster encoding and higher quality than prior methods."
"Thursday, 23 July 2026",2:40pm,2:50pm,Learned Universal Interoperable Virtual Try-ON,Technical Paper,Room 403 B,Cong Cao; Xianhang Cheng; Jingyuan Liu; Yujian Zheng; Zhenhui Lin; Ren Li; Meriem Chkir; Hao Li,MBZUAI; Mohamed Bin Zayed University of Artificial Intelligence; The University of Tokyo,Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_329&sess=sess117,"We introduce a fully automated 3D virtual try-on system that fits diverse multilayer garments onto arbitrary humanoid characters. Using SMPL as an intermediate proxy, it handles unrigged, non-manifold assets, supports garment resizing, and produces high-quality draping without manual correspondence, shared rigs, or 2D sewing patterns."
"Thursday, 23 July 2026",2:40pm,2:50pm,MOCHI: Motion Enhancement of Collaborative Human-object Interactions,Technical Paper,Room 403 A,Jiye Lee; Yonghun Choi; Jungdam Won,Seoul National University,Animation; Artificial Intelligence/Machine Learning; Simulation,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_354&sess=sess105,"Our method enhances noisy multi-human object interaction (MHOI) data by automatically generating plausible hand and finger motions and refining noisy body movements, all while preserving the original interaction semantics."
"Thursday, 23 July 2026",2:40pm,2:50pm,Radiance Fields from Photons,Technical Paper,Room 408 A,Sacha Jungerman; Aryan Garg; Mohit Gupta,University of Wisconsin-Madison,Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=paperstog_107&sess=sess136,"Neural radiance fields and Gaussian splats often produce artifacts in low light, high dynamic range, or with rapid motion. Instead, by training at the granularity of individual photons, as enabled by single-photon cameras, we can achieve sharp, reliable reconstructions even in these challenging conditions."
"Thursday, 23 July 2026",2:40pm,2:50pm,Single-shot HDR using conventional image sensor shutter functions and optical randomization,Technical Paper,Room 408 B,Xiang Dai; Kyrollos Yanny; Kristina Monakhova; Nicholas Antipa,Cornell University; UC Berkeley; UC San Diego,Hardware,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=paperstog_110&sess=sess157,"We present a single-shot HDR imaging method using a global reset release (GRR) sensor and optical shuffling via a random fiber bundle. Our prototype enables HDR recovery with a simple prior and flexible exposure control, demonstrating a dynamic range increase from 48 dB to 73 dB in validation."
"Thursday, 23 July 2026",2:50pm,3:00pm,ACT: A Unified Framework for Rigging and Animating Characters with Arbitrary Topologies,Technical Paper,Room 403 A,Pengyu Long; Weirui Wang; Qingcheng Zhao; Xiaoyang Guo; Xiaoyu Pan; Qixuan Zhang; Jiaqing Zhou; Tianlei Hu; Wei Yang; Lan Xu; Jingyi Yu,ByteDance Games; Huazhong University of Science and Technology; ShanghaiTech University; University of Toronto,Animation; Artificial Intelligence/Machine Learning; Simulation,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1544&sess=sess105,"ACT is a unified AI framework that effortlessly brings static 3D characters to life. By integrating rigging, skinning, and motion generation into a single diffusion-based pipeline, ACT automatically animates characters of any shape, delivering high-quality, physically plausible motions that overcome the limitations of traditional, multi-step animation workflows."
"Thursday, 23 July 2026",2:50pm,3:00pm,FIT: A Large-Scale Dataset for Fit-Aware Virtual Try-On,Technical Paper,Room 403 B,Yuanhao Wang; Johanna Karras; Yingwei Li; Ira Kemelmacher-Shlizerman,Google Research; University of Washington,Artificial Intelligence/Machine Learning,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_980&sess=sess117,"We introduce FIT (Fit-Inclusive Try-on), a virtual try-on dataset of over 1M samples covering diverse garment fits, each annotated with precise body/garment measurements. Our novel data generation pipeline leverages synthetic garment simulation and photorealistic retexturing. Then, we leverage FIT to train a state-of-the-art fit-aware virtual try-on model."
"Thursday, 23 July 2026",2:50pm,3:00pm,Finding Fast Filters,Technical Paper,Room 408 B,Karima Ma; Andrew Adams; Jonathan Ragan-Kelley,Adobe Inc; Massachusetts Institute of Technology - EECS,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=paperstog_134&sess=sess157,Image and audio processing applications want to use large FIR filters while adhering to strict runtime and latency requirements. Prior methods for fast filter approximation offer limited speed versus quality tradeoffs. We unify these approximation techniques as primitives within an automatically searchable space for fast 1D and 2D filters.
"Thursday, 23 July 2026",2:50pm,3:00pm,Ref-DGS: Reflective Dual Gaussian Splatting,Technical Paper,Room 408 A,Ningjing Fan; Yiqun Wang; Dong-Ming Yan; Peter Wonka,"Chongqing University; Institute of Automation, Chinese Academy of Sciences; King Abdullah University of Science and Technology (KAUST)",Geometry; Modeling; Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_950&sess=sess136,"Ref-DGS is a dual Gaussian splatting framework that decouples surface reconstruction and specular reflection, modeling near- and far-field specular reflections without ray tracing, achieving efficient, high-quality surface reconstruction and novel view synthesis."
"Thursday, 23 July 2026",3:00pm,3:30pm,3D Gaussian Splatting II - Interactive Discussion,Technical Paper,Room 408 A,,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_153&sess=sess136,"After the summary presentations, attendees will participate in an interactive discussion. Outside the room will be a series of poster boards for authors to gather around with the audience. Authors are invited to bring any material related to their paper that could instigate further conversation such as printouts, posters, demos, or other presentation aids. The interactive discussions provide attendees more interaction with the individual authors."
"Thursday, 23 July 2026",3:00pm,3:30pm,Garments - Interactive Discussion,Technical Paper,Room 403 B,,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_152&sess=sess117,"After the summary presentations, attendees will participate in an interactive discussion. Outside the room will be a series of poster boards for authors to gather around with the audience. Authors are invited to bring any material related to their paper that could instigate further conversation such as printouts, posters, demos, or other presentation aids. The interactive discussions provide attendees more interaction with the individual authors."
"Thursday, 23 July 2026",3:00pm,3:30pm,"Imaging, Video, and HDR - Interactive Discussion",Technical Paper,Room 408 B,,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_154&sess=sess157,"After the summary presentations, attendees will participate in an interactive discussion. Outside the room will be a series of poster boards for authors to gather around with the audience. Authors are invited to bring any material related to their paper that could instigate further conversation such as printouts, posters, demos, or other presentation aids. The interactive discussions provide attendees more interaction with the individual authors."
"Thursday, 23 July 2026",3:00pm,3:30pm,Learning in Motion - Interactive Discussion,Technical Paper,Room 403 A,,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_151&sess=sess105,"After the summary presentations, attendees will participate in an interactive discussion. Outside the room will be a series of poster boards for authors to gather around with the audience. Authors are invited to bring any material related to their paper that could instigate further conversation such as printouts, posters, demos, or other presentation aids. The interactive discussions provide attendees more interaction with the individual authors."
"Thursday, 23 July 2026",3:30pm,5:30pm,Archiving Media Art and Preserving Obsolete Technologies,Birds of a Feather,Room 512,Zeynep Abes; Joey Heinen; Russell Zych; Stephanie Becker,Getty; LACMA; USC - Cinematic Arts,Art; Augmented Reality; Capture/Scanning; Digital Twins; Education; Hardware; Pipeline Tools and Work; Virtual Reality,Arts & Design; Gaming & Interactive; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_190&sess=sess492,"How do museums, archives, and libraries steward media artworks built on obsolete or rapidly aging technologies? From CD-ROMs and Flash to early VR headsets, custom hardware, and platform-dependent installations, much of recent media art history runs on systems no longer manufactured or supported. This Birds of a Feather, convened with the LA Media Art Archives Network, brings together archivists, conservators,curators, artists, and technologists to share institutional approaches. Topics may include emulation, migration, documentation, artist interviews, exhibition and archival standards, and the realities of long-term stewardship of media art. Come share challenges and solutions from your own practice. All levels welcome."
"Thursday, 23 July 2026",3:45pm,5:15pm,An Introduction to the Fourier Transform,Course,Room 515 A,Andrew Glassner,Consultant,Audio; Computer Vision; Education; Image Processing; Math Foundations and Theory; Modeling; Rendering; Scientific Visualization,Production & Animation; Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensub_209&sess=sess191,"The Fourier Transform is fundamental to computer graphics, explaining topics from aliasing and sampling to image compression and filtering. This friendly course explains the principles in words, pictures, and animation, rather than math. The concepts are the important thing. We show that they are comprehensible, useful, and beautiful."
"Thursday, 23 July 2026",3:45pm,5:15pm,Gaussian Reconstruction,Technical Paper,Room 408 B,,,Generative AI; Geometry; Modeling; Rendering,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null,
"Thursday, 23 July 2026",3:45pm,3:55pm,GeoQuery: Geometry-Query Diffusion for Sparse-View Reconstruction,Technical Paper,Room 408 B,Xiao Cao; Yuze Li; Youmin Zhang; Jiayu Song; Cheng Yan; Wen Li; Lixin Duan,Rawmantic AI; Tianjin University; University of Electronic Science and Technology of China,Generative AI; Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1528&sess=sess138,"GeoQuery is a geometry-guided single-step diffusion framework for mitigating query contamination in existing multi-view self attention mechanism. By retrieving proxy features from clean reference views via geometric correspondences, it bypasses corrupted query features and enables high-fidelity restoration for sparse-view 3D Gaussian Splatting."
"Thursday, 23 July 2026",3:45pm,4:05pm,HydraOps: Replacing an In-House Lighting and Rendering Runtime with Hydra 2.0,Talks,Room 408 A,Alexander Kalyuzhnyy; Maksim Tokarev,Independent,Animation; Graphics Systems Architecture; Performance; Pipeline Tools and Work; Rendering,Production & Animation,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensub_115&sess=sess168,"HydraOps is the first production, artist-facing lighting framework built on Hydra 2.0 within OpenDCC, unifying interactive and final rendering from a single USD scene. Replacing a legacy in-house engine with Hydra’s modular scene index architecture, it streamlines evaluation, reduces complexity, and lowers maintenance costs."
"Thursday, 23 July 2026",3:45pm,3:55pm,Implicit Minimal Surfaces for Bijective Correspondences,Technical Paper,Room 403 B,Etienne Corman; Yousuf Soliman; Robin Magnet; Mark Gillespie,"CNRS, Inria, LORIA; INRIA; INRIA, Saclay; Side Effects Software Inc",Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1122&sess=sess129,"We introduce an implicit representation of continuous, bijective, orientation-preserving maps between genus zero surfaces with or without boundary. The distortion of these maps can easily be minimized by optimizing the Ginzburg-Landau functional---a ubiquitous model in physics and differential geometry---leading to a simple algorithm for computing bijective correspondences using only standard tools of the tangent vector field toolbox. The method avoids combinatorial mesh modifications and does not require barrier functions to enforce bijectivity making it more robust to noise and simpler to implement."
"Thursday, 23 July 2026",3:45pm,5:15pm,"Mapping, Untangling & Summarizing Surfaces",Technical Paper,Room 403 B,,,Geometry; Modeling,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null,
"Thursday, 23 July 2026",3:45pm,5:15pm,Multimodal Learning,Technical Paper,Room 403 A,,,Animation; Artificial Intelligence/Machine Learning; Games; Generative AI; Geometry; Modeling; Simulation,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null,
"Thursday, 23 July 2026",3:45pm,5:15pm,Pipeline Under the Hood,Talks,Room 408 A,,,Animation; Artificial Intelligence/Machine Learning; Computer Vision; Graphics Systems Architecture; Image Processing; Lighting; Performance; Pipeline Tools and Work; Rendering,Production & Animation,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null,
"Thursday, 23 July 2026",3:45pm,3:55pm,PointLLM-R: Enhancing 3D Point Cloud Reasoning via Chain-of-Thought,Technical Paper,Room 403 A,Chaoqi Chen; Qile Xu; Wenjun Zhou; Hui Huang,Shenzhen University,Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_427&sess=sess101,"PointLLM-R introduces chain-of-thought reasoning for 3D point cloud understanding via a data-centric pipeline. It builds a large reasoning dataset (PoCoTI) and trains a multimodal model that achieves state-of-the-art performance, improving accuracy, interpretability, and robustness across synthetic and real-world 3D tasks."
"Thursday, 23 July 2026",3:55pm,4:05pm,Reciprocal Latent Fields for Precomputed Sound Propagation,Technical Paper,Room 403 A,Hugo Seuté; Pranai Vasudev; Etienne Richan; Louis-Xavier Buffoni,Audiokinetic Inc.; Ubisoft Divertissements Inc.,Animation; Artificial Intelligence/Machine Learning; Games; Simulation,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1402&sess=sess101,Wave-coding methods for sound propagation in games are very memory-intensive. We present Reciprocal Latent Fields leveraging Riemannian metric learning to reduce memory usage by orders of magnitude. Our method infers relevant acoustic parameters nearly instantaneously and results in perceptually identical sound quality to the ground truth wave coding.
"Thursday, 23 July 2026",3:55pm,4:05pm,Untangling Surfaces via Shape and Mesh Repulsion,Technical Paper,Room 403 B,Jiří Minarčík; Michael Liu; Keenan Crane; Minchen Li,Carnegie Mellon University,Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1420&sess=sess129,"We present an energy-based framework for removing self-intersections from surface meshes. A shape-level Gaussian energy resolves global entanglement while a mesh-level Minkowski penalty handles local discrete degeneracies. Together, they eliminate all self-intersections across benchmark datasets, outperforming prior state-of-the-art methods."
"Thursday, 23 July 2026",3:55pm,4:05pm,VidSplat: Gaussian Splatting Reconstruction with Geometry-Guided Video Diffusion Priors,Technical Paper,Room 408 B,Jimin Tang; Wenyuan Zhang; Junsheng Zhou; Zian Huang; Kanle Shi; Shenkun Xu; Yu-Shen Liu; Zhizhong Han,Kuaishou Technology; Tsinghua University; Wayne State University,Geometry; Modeling; Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_813&sess=sess138,"We present VidSplat, a generative reconstruction framework that leverages powerful video diffusion priors to synthesize novel views that compensate for missing input coverage, and thereby recover complete 3D scenes from sparse inputs. VidSplat performs robustly to sparse input and even a single image."
"Thursday, 23 July 2026",4:05pm,4:15pm,Immediate 3D Gaussian Splat Reconstruction of Unordered Input with Global Consistency,Technical Paper,Room 408 B,Andreas Meuleman; Linus Franke; Boris Zhestiankin; Camille Montemagni; George Drettakis,"Inria Université Côte d'Azur; Inria, Université Côte d'Azur; Inria, Université de Rennes",Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_961&sess=sess138,"We propose a 3D Gaussian Splatting reconstruction method with immediate feedback that handles unordered image captures and very large scenes. Through fast place-recognition-driven matching, cluster-based loop closure with graph-propagated correction, and a progressive Gaussian hierarchy construction, it achieves robust, scalable reconstruction at a fraction of offline processing times."
"Thursday, 23 July 2026",4:05pm,4:15pm,MAViD: A Multimodal Framework for Audio-Visual Dialogue Understanding and Generation,Technical Paper,Room 403 A,Youxin Pang; Jiajun Liu; Lingfeng Tan; Yong Zhang; Feng Gao; Xiang Deng; Zhuoliang Kang; Xiaoming Wei; Yebin Liu,Tsinghua University; meituan,Generative AI,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1605&sess=sess101,"MAViD is a multimodal framework for interactive audio-visual dialogue. Its Conductor-Creator architecture integrates multimodal understanding and reasoning into response generation. By combining AR and diffusion models, MAViD enables synchronized, long-duration audio-video generation with consistent identity and timbre, delivering vivid and contextually coherent digital human interactions."
"Thursday, 23 July 2026",4:05pm,4:15pm,Quasi-Medial Distance Field (Q-MDF): A Robust Method for Approximating and Discretizing Neural Medial Axes,Technical Paper,Room 403 B,Jiayi Kong; Chen Zong; Jun Luo; Shiqing Xin; Fei Hou; Hanqing Jiang; Chen Qian; Ying He,"Institute of Software, Chinese Academy of Sciences; Nanyang Technological University; S-Lab Nanyang Technological University; School of Computer Science and Technology Shandong University; SenseTime Research",Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=paperstog_123&sess=sess129,"We introduce an implicit method for medial axis extraction from point clouds and meshes, addressing challenges in noisy or incomplete data. By connecting the signed distance field and the medial field, we reformulate the problem as implicit reconstruction, offering a novel, robust solution for accurate medial axis computation."
"Thursday, 23 July 2026",4:05pm,4:25pm,Stranger Things: Season 5 - Optimising Workflows Through Advanced Optical Flow And Automated Lighting,Talks,Room 408 A,Masahiro Teraoka; Indah Maretha,Wētā FX,Artificial Intelligence/Machine Learning; Computer Vision; Image Processing; Lighting,Production & Animation,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensub_230&sess=sess168,"We present Thistle (an optical flow pipeline) and Marama (an AI-driven automated lighting optimization framework)—two tools enabling scalable, consistent, and high-quality integration of CG characters into live-action plates under demanding production conditions. This presentation details their technical design, pipeline integration, and measured impact in large-scale VFX production."
"Thursday, 23 July 2026",4:15pm,4:25pm,Audio-Omni: Extending Multi-modal Understanding to Versatile Audio Generation and Editing,Technical Paper,Room 403 A,Zeyue Tian; Binxin Yang; Zhaoyang Liu; Jiexuan Zhang; Ruibin Yuan; Hubery Yin; Qifeng Chen; Chen Li; Jing Lyu; Wei Xue; Yike Guo,Hong Kong University of Science and Technology; Peking University; Tencent,Artificial Intelligence/Machine Learning,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1135&sess=sess101,"Audio-Omni is the first unified framework for multi-modal audio generation and editing across sound, music, and speech. By combining a frozen multimodal language model with a trainable diffusion transformer, it achieves state-of-the-art performance on multiple benchmarks while exhibiting remarkable inherited capabilities."
"Thursday, 23 July 2026",4:15pm,4:25pm,MoonSplat: Monocular Online Gaussian Splatting with Sim(3) Global Optimization,Technical Paper,Room 408 B,Guo Pu; Yixuan Han; Haofeng Li; Yao Zhang; Hui Zhou; Zhouhui Lian,"Beijing Hydrogen Intelligent Tech. Co., Ltd.; Peking University",Modeling; Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_640&sess=sess138,"MoonSplat is a robust and efficient online voxelized 3DGS reconstruction framework integrated with global Sim(3) optimization, which enables reliable camera tracking and efficient global loop closure for both camera poses and voxelized 3DGS. MoonSplat is equipped with a color residual learning strategy for real-time online optimization of voxelized 3DGS."
"Thursday, 23 July 2026",4:15pm,4:25pm,Structural MAT: Clean and Scalable Medial Axis Simplification via Explicit Surface Correspondence,Technical Paper,Room 403 B,Pengfei Wang; Shuangmin Chen; Dongming Yan; Ying He; Shiqing Xin; Changhe Tu; Wenping Wang,"Institute of Automation, Chinese Academy of Sciences; Nanyang Technological University; Qingdao University of Science and Technology; School of Computer Science and Technology Shandong University; Shandong University; Texas A&M University",Geometry,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_182&sess=sess129,"We present Structural MAT, a fast and scalable medial axis simplification framework that explicitly tracks the correspondence between medial vertices and surface regions throughout simplification. The method produces clean, structure-aware medial axes with accurate feature alignment and high mesh quality for both organic shapes and CAD models."
"Thursday, 23 July 2026",4:25pm,4:35pm,Just-Dub-It: Video dubbing via Joint Audio-Visual Diffusion,Technical Paper,Room 403 A,Anthony Chen; Naomi Ken Korem; Tavi Halperin; Matan Ben Yosef; Urska Jelercic; Ofir Bibi; Or Patashnik; Daniel Cohen-Or,Lightircks; Lightricks; Peking University; Tel Aviv University,Artificial Intelligence/Machine Learning; Generative AI,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_312&sess=sess101,"JUST-DUB-IT is a unified audio-video diffusion model for automatic video dubbing. It jointly synthesizes translated speech and synchronized lip movements via a lightweight LoRA adapter, replacing traditional pipeline approaches. Trained on synthetically generated multilingual data with strategic inpainting, it achieves superior visual quality and lip sync across varied motion scenarios."
"Thursday, 23 July 2026",4:25pm,4:35pm,Persistence-guided Prescribed Topological Simplification,Technical Paper,Room 403 B,Linxuan Rong; Tao Ju,Washington University in St. Louis,Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1427&sess=sess129,"We developed a new algorithm to simplify the topology of a 3D shape to user-prescribed numbers of connected components, handles, and voids, while minimizing geometric changes."
